"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3000","133592","EUROPE"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","8071","558596","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12000","346588","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","80100","2646654","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2084.06","57695","AMERICA"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","8200","321792","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","11800","874143","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.15","164","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","PL","Poland","ZA","South Africa","18062010","KG","04","Air","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","6530","388084","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","SG","Singapore","ZA","South Africa","18062010","KG","04","Air","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1038","30108","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3","1006","AMERICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","277","189469","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","22.44","4146","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1510","75358","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","212.5","12654","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","168.06","5003","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","228175.37","10475559","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","167145","5989824","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","9980","294781","AMERICA"
"Imports","DFM","Cape Town Int Airport","ES","Spain","ZA","South Africa","18062010","KG","04","Air","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","60.8","23310","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5600","227396","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","640","31890","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","7600","272548","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","150","8684","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","80","2826","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1","168","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","107","5705","AMERICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","120","1012","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","20","5908","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","15","12632","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","120","1534","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","JP","Japan","ZA","South Africa","18062010","KG","04","Air","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","0.06","2","ASIA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201311","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3.89","413","AFRICA"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1001.3","34632","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","9925","312300","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","27000","911370","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","58850","1614486","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","12000","275118","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","233.25","23172","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1487","72577","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","74840","2150768","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201209","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1185","51106","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IE","Ireland","ZA","South Africa","18062010","KG","04","Air","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4.06","940","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3360","123222","EUROPE"
"Imports","DFM","Cape Town Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","250","2464","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","192150","7585582","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","13000","416127","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","10951.68","510422","EUROPE"
"Imports","DBN","Durban","HU","Hungary","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4274","833334","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","105920","5410576","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201312","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2100","117290","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","900","11818","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2790","119903","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","92160","2367090","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","960","45238","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","12000","289405","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","179200","4977860","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","85.52","3985","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1486.19","80376","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","20960","886789","EUROPE"
"Imports","JHB","Johannesburg","TW","Taiwan","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","34.46","111","ASIA"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1465.08","71718","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","AU","Australia","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","30","OCEANIA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1236","43148","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","ES","Spain","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1","324","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4","408","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","832","30771","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201210","2012","18062010 - Chocolate and sugar confectionery containing cocoa","101","5437","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201211","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2460","129113","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201211","2012","18062010 - Chocolate and sugar confectionery containing cocoa","48112.6","1619826","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201211","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1920","94430","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201211","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1550","72296","EUROPE"
